concerned,P\k@n-'s3nd\[CVC][CVVCC]\[k@n][s3:nd],,,,,cC,CR CRCC,CR CRCC,01,+/d/,CR CRC,V,,,,2,
degree,P\dI-'gri\[CV][CCVV]\[dI][gri:],,,,,xL,CV CCVV,CV CCVV,01,0,0,N,,,,1,
deny,P\dI-'n2\[CV][CVV]\[dI][naI],,,,,xL,CV CVV,CV CVV,01,0,0,V,,,,3,
hooray,P\hU-'r1\[CV][CVV]\[hU][reI],,,,,xL,CVV CVV,CVV CVV,01,0,0,,Exclamation,,,5,
hurray,P\hU-'r1\[CV][CVV]\[hU][reI],,,01,,,CV CVV,CV CVV,01,0,0,,Exclamation,,,1,
review,P\rI-'vju\[CV][CCVV]\[rI][vju:]\S\r@-'vju\[CV][CCVV]\[r@][vju:],,,,,xL,CV CCVV,CV CCVV,01,0,0,N,,,,3,
today,P\t@-'d1\[CV][CVV]\[t@][deI]\S\tU-'d1\[CV][CVV]\[tU][deI],,,,,xL,CV CVV,CV CVV,01,0,0,,Adverb,,,360,
whoopee,P\wU-'pi\[CV][CVV]\[wU][pi:],,,,,xL,CV CVV,CV CVV,01,0,0,,Exclamation,,,1,
any,P\'E-nI\[V][CV]\[E][nI],,,,,Xl,V CVV,V CV,10,0,0,,Pronoun,,,292,
ashy,P\'{-SI\[V][CV]\[&][SI],,,,,Xl,V CVV,V CV,10,0,0,A,,,,1,
baggy,P\'b{-gI\[CV][CV]\[b&][gI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,1,
batty,P\'b{-tI\[CV][CV]\[b&][tI],,,,Xl,,CV CVV,CV CV,10,0,0,A,,,,1,
berry,P\'bE-rI\[CV][CV]\[bE][rI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,1,
bitty,P\'bI-tI\[CV][CV]\[bI][tI],,,,Xl,,CV CVV,CV CV,10,0,0,A,,,,13,
bobby,P\'bQ-bI\[CV][CV]\[bO][bI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,bobby pin,1,
body,P\'bQ-dI\[CV][CV]\[bO][dI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,23,
bonny,P\'bQ-nI\[CV][CV]\[bO][nI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,1,
borrow,P\'bQ-r5\[CV][CVV]\[bO][r@U],,,,,Xl,CV CVV,CV CVV,10,0,0,V,,,,1,
bubbly,"P\'bV-blI\[CV][CCV]\[bV][blI]\S\'bV-bP-I\[CV][CS][V]\[bV][bl,][I]",,,,,Xl,CV CCVV,CV CCV,10,0,0,A,,,,3,
buddy,P\'bV-dI\[CV][CV]\[bV][dI],,,,Xl,,CV CVV,CV CV,10,0,0,N,,,,44,
bury,P\'bE-rI\[CV][CV]\[bE][rI],,,,,Xl,CV CVV,CR V,10,0,0,V,,,,1,
busy,P\'bI-zI\[CV][CV]\[bI][zI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,47,
carry,P\'k{-rI\[CV][CV]\[k&][rI],,,,,Xl,CV CVV,CV CVV,10,0,0,V,,,,28,
cherry,P\'JE-rI\[CV][CV]\[tSE][rI],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,1,
chubby,P\'JV-bI\[CV][CV]\[tSV][bI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,6,
city,P\'sI-tI\[CV][CV]\[sI][tI],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,8,
coffee,P\'kQ-fI\[CV][CV]\[kO][fI],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,53,
cookie,P\'kU-kI\[CV][CV]\[kU][kI],,,,Xl,,CV CVV,CV CVV,10,0,0,N,,,,234,
crabby,P\'kr{-bI\[CCV][CV]\[kr&][bI],,,,Xl,,CCV CVV,CCV CVV,10,0,0,A,,,,13,
daddy,P\'d{-dI\[CV][CV]\[d&][dI],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,561,
dairy,P\'d8-rI\[CVV][CV]\[dE@][rI],,,,,Xl,CVV CVV,CVV CVV,10,0,0,N,,,,8,
ditty,P\'dI-tI\[CV][CV]\[dI][tI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,10,
dizzy,P\'dI-zI\[CV][CV]\[dI][zI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,10,
doggy,P\'dQ-gI\[CV][CV]\[dO][gI],,,,,Xl,CV CVV,CVV CVV,10,0,0,N,,,,14,
dolly,P\'dQ-lI\[CV][CV]\[dO][lI],,,,,Xl,CV CVV,CVV CVV,10,0,0,N,,,,6,
dotty,P\'dQ-tI\[CV][CV]\[dO][tI],,,,,Xl,CV CVV,CVV CVV,10,0,0,N,,,,5,
dummy,P\'dV-mI\[CV][CV]\[dV][mI],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,1,
dusty,P\'dV-stI\[CV][CCV]\[dV][stI],,,,,Xl,CV CCVV,CVC CV,10,0,0,A,,,,4,
every,P\'E-vrI\[V][CCV]\[E][vrI],,,,,Xl,V CCVV,CV CVV,10,0,0,,Determiner,,,42,
fanny,P\'f{-nI\[CV][CV]\[f&][nI],,,,Xl,,CV CVV,CV CVV,10,0,0,N,,,,2,
fellow,P\'fE-l5\[CV][CVV]\[fE][l@U],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,4,
fellow,P\'fE-l5\[CV][CVV]\[fE][l@U]\S\'fE-l@\[CV][CV]\[fE][l@],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,1,
ferry,P\'fE-rI\[CV][CV]\[fE][rI],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,1,
floppy,P\'flQ-pI\[CCV][CV]\[flO][pI],,,,,Xl,CCV CVV,CCV CVV,10,0,0,A,,,,3,
fluffy,P\'flV-fI\[CCV][CV]\[flV][fI],,,,,Xl,CCV CVV,CCV CVV,10,0,0,A,,,,6,
follow,P\'fQ-l5\[CV][CVV]\[fO][l@U],,,,,Xl,CV CVV,CV CVV,10,0,0,V,,,,19,
funny,P\'fV-nI\[CV][CV]\[fV][nI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,249,
fussy,P\'fV-sI\[CV][CV]\[fV][sI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,37,
fuzzy,P\'fV-zI\[CV][CV]\[fV][zI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,124,
galley,P\'g{-lI\[CV][CV]\[g&][lI],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,1,
ghetto,P\'gE-t5\[CV][CVV]\[gE][t@U],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,1,
golly,P\'gQ-lI\[CV][CV]\[gO][lI],,,,,Xl,CV CVV,CVV CVV,10,0,0,,Exclamation,,,4,
goody,P\'gU-dI\[CV][CV]\[gU][dI],,,,,Xl,CV CVV,CVV CVV,10,0,0,,Name,,,1,
granny,P\'gr{-nI\[CCV][CV]\[gr&][nI],,,,,Xl,CCV CVV,CV CVV,10,0,0,N,,,,25,
gritty,P\'grI-tI\[CCV][CV]\[grI][tI],,,,,Xl,CCV CVV,CCV CVV,10,0,0,A,,,,4,
hairy,P\'h8-rI\[CVV][CV]\[hE@][rI],,,,,Xl,CVV CVV,CVV CVV,10,0,0,A,,,,3,
happy,P\'h{-pI\[CV][CV]\[h&][pI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,193,
harry,P\'h{-rI\[CV][CV]\[h&][rI],,,,,Xl,CV CVV,CV CVV,10,0,0,,Name,,,2,
heavy,P\'hE-vI\[CV][CV]\[hE][vI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,97,
hello,P\h@-'l5\[CV][CVV]\[h@][l@U]\S\hE-'l5\[CV][CVV]\[hE][l@U],,,,,Xl,CV CVV,CV CVV,10,0,0,,Exclamation,,,549,
hippo,P\'hI-p5\[CV][CVV]\[hI][p@U],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,4,
holly,P\'hQ-lI\[CV][CV]\[hO][lI],,,,,Xl,CV CVV,CVV CV,10,0,0,N,,,,1,
honey,P\'hV-nI\[CV][CV]\[hV][nI],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,354,
jello,P\'_E-l5\[CV][CVV]\[dZE][l@U],,,,Xl,,CV CVV,CV CVV,10,0,0,N,,,,2,
jelly,P\'_E-lI\[CV][CV]\[dZE][lI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,12,
jerry,P\'_E-rI\[CV][CV]\[dZE][rI],,,,,Xl,CV CVV,CV CV,10,0,0,,Name,,,1,
jimmy,P\'_I-mI\[CV][CV]\[dZI][mI],,,,Xl,,CV CVV,CV CV,10,0,0,,Name,,,4,
johnny,P\'_Q-nI\[CV][CV]\[dZO][nI],,,,,Xl,CV CVV,CV CV,10,0,0,,Name,,,9,
jolly,P\'_Q-lI\[CV][CV]\[dZO][lI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,1,
kitty,P\'kI-tI\[CV][CV]\[kI][tI],,,,Xl,,CV CVV,CV CV,10,0,0,N,,,,1261,
lily,P\'lI-lI\[CV][CV]\[lI][lI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,6,
lolly,P\'lQ-lI\[CV][CV]\[lO][lI],,,,Xl,,CV CVV,CV CV,10,0,0,N,,,lollipop,3,
lucky,P\'lV-kI\[CV][CV]\[lV][kI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,8,
mammy,P\'m{-mI\[CV][CV]\[m&][mI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,1,
many,P\'mE-nI\[CV][CV]\[mE][nI],,,,,Xl,CV CVV,CV CV,10,0,0,,Determiner,,,111,
marry,P\'m{-rI\[CV][CV]\[m&][rI],,,,,Xl,CV CVV,CV CV,10,0,0,V,,,,3,
meadow,P\'mE-d5\[CV][CVV]\[mE][d@U],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,8,
messy,P\'mE-sI\[CV][CV]\[mE][sI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,40,
mickey,P\'mI-kI\[CV][CV]\[mI][kI],,,,Xl,,CV CVV,CV CV,10,0,0,,Name,,,94,
missy,P\'mI-sI\[CV][CV]\[mI][sI],,,,,Xl,CV CVV,CV CV,10,0,0,,Name,,,5,
money,P\'mV-nI\[CV][CV]\[mV][nI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,60,
muddy,P\'mV-dI\[CV][CV]\[mV][dI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,7,
mushy,P\'mV-SI\[CV][CV]\[mV][SI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,3,
nappy,P\'n{-pI\[CV][CV]\[n&][pI],,,,,Xl,CV CVV,CV CV,10,0,0,??,,,,4,
naughty,P\'n$-tI\[CVV][CV]\[nO:][tI],,,,,Xl,CVV CVV,CVV CV,10,0,0,A,,,,11,
nipple,"P\'nI-pP\[CV][CS]\[nI][pl,]",,,,,Xl,CV CR,CV CS,10,0,0,N,,,,5,
nutty,P\'nV-tI\[CV][CV]\[nV][tI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,3,
paddy,P\'p{-dI\[CV][CV]\[p&][dI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,9,
patchy,P\'p{-JI\[CV][CV]\[p&][tSI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,5,
patty,P\'p{-tI\[CV][CV]\[p&][tI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,21,
penny,P\'pE-nI\[CV][CV]\[pE][nI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,3,
picky,P\'pI-kI\[CV][CV]\[pI][kI],,,,Xl,,CV CVV,CV CV,10,0,0,A,,,,2,
piggy,P\'pI-gI\[CV][CV]\[pI][gI],,,,Xl,,CV CVV,CV CV,10,0,0,N,,,,244,
pillow,P\'pI-l5\[CV][CVV]\[pI][l@U],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,29,
poppy,P\'pQ-pI\[CV][CV]\[pO][pI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,13,
potty,P\'pQ-tI\[CV][CV]\[pO][tI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,16,
prairie,P\'pr8-rI\[CCVV][CV]\[prE@][rI],,,,,Xl,CCVV CVV,CCVV CV,10,0,0,N,,,,5,
pretty,P\'prI-tI\[CCV][CV]\[prI][tI],,,,,Xl,CCV CVV,CCV CV,10,0,0,A,,,,392,
pussy,P\'pU-sI\[CV][CV]\[pU][sI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,1,
ready,P\'rE-dI\[CV][CV]\[rE][dI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,705,
runny,P\'rV-nI\[CV][CV]\[rV][nI],,,,Xl,,CV CVV,CV CV,10,0,0,A,,,,15,
sally,P\'s{-lI\[CV][CV]\[s&][lI],,,,,Xl,CV CVV,CV CV,10,0,0,,Name,,,3,
scary,P\'sk8-rI\[CCVV][CV]\[skE@][rI],,,,Xl,,CCVV CVV,CCVV CV,10,0,0,A,,,,3,
scratchy,P\'skr{-JI\[CCCV][CV]\[skr&][tSI],,,,,Xl,CCCV CVV,CCCV CV,10,0,0,A,,,,35,
scrubby,P\'skrV-bI\[CCCV][CV]\[skrV][bI],,,,,Xl,CCCV CVV,CCCV CV,10,0,0,A,,,,1,
scurry,P\'skV-rI\[CCV][CV]\[skV][rI],,,,,Xl,CCV CVV,CCV CV,10,0,0,V,,,,6,
shabby,P\'S{-bI\[CV][CV]\[S&][bI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,1,
shadow,P\'S{-d5\[CV][CVV]\[S&][d@U],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,13,
shaggy,P\'S{-gI\[CV][CV]\[S&][gI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,2,
shallow,P\'S{-l5\[CV][CVV]\[S&][l@U],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,1,
silly,P\'sI-lI\[CV][CV]\[sI][lI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,294,
skinny,P\'skI-nI\[CCV][CV]\[skI][nI],,,,,Xl,CCV CVV,CCV CV ,10,0,0,A,,,,1,
slippy,P\'slI-pI\[CCV][CV]\[slI][pI],,,,,Xl,CCV CVV,CCV CV,10,0,0,A,,,,14,
sloppy,P\'slQ-pI\[CCV][CV]\[slO][pI],,,,,Xl,CCV CVV,CCV CV,10,0,0,A,,,,2,
smelly,P\'smE-lI\[CCV][CV]\[smE][lI],,,,,Xl,CCV CVV,CCV CV,10,0,0,A,,,,1,
snotty,P\'snQ-tI\[CCV][CV]\[snO][tI],,,,,Xl,CCV CVV,CCV CV,10,0,0,A,,,,3,
soggy,P\'sQ-gI\[CV][CV]\[sO][gI],,,,,Xl,CV CVV,CV CV,10,0,0,A,,,,1,
sonny,P\'sV-nI\[CV][CV]\[sV][nI],,,,,Xl,CV CVV,CV CV,10,0,0,N,,,,3,
sorry,P\'sQ-rI\[CV][CV]\[sO][rI],,,,,Xl,CV CVV,CV CV,10,0,0,A,Co; Meta,,149 A; 106 Co; 1 Meta,259,
sparrow,P\'sp{-r5\[CCV][CVV]\[sp&][r@U],,,,,Xl,CCV CVV,CCV CVV,10,0,0,N,,,,1,
spotty,P\'spQ-tI\[CCV][CV]\[spO][tI],,,,,Xl,CCV CVV,CCV CV,10,0,0,A,,,,5,
spunky,P\'spVN-kI\[CCVC][CV]\[spVN][kI],,,,Xl,,CCVM CVV,CCVC CV,10,0,0,A,,,,1,
steady,P\'stE-dI\[CCV][CV]\[stE][dI],,,,,Xl,CCV CVV,CCV CV,10,0,0,A,,,,4,
sticky,P\'stI-kI\[CCV][CV]\[stI][kI],,,,,Xl,CCV CVV,CCV CV,10,0,0,A,,,,26,
story,P\'st$-rI\[CCVV][CV]\[stO:][rI],,,,,Xl,CCVV CVV,CCV CV,10,0,0,N,,,,93,
study,P\'stV-dI\[CCV][CV]\[stV][dI],,,,,Xl,CCV CVV,CCV CVV,10,0,0,N,,,,4,
stuffy,P\'stV-fI\[CCV][CV]\[stV][fI],,,,,Xl,CCV CVV,CCV CVV,10,0,0,A,,,,6,
sunny,P\'sV-nI\[CV][CV]\[sV][nI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,25,
swallow,P\'swQ-l5\[CCV][CVV]\[swO][l@U],,,,,Xl,CCV CVV,CCV CVV,10,0,0,V,,,,13,
sweaty,P\'swE-tI\[CCV][CV]\[swE][tI],,,,,Xl,CCV CVV,CCV CVV,10,0,0,A,,,,3,
teddy,P\'tE-dI\[CV][CV]\[tE][dI],,,,Xl,,CV CVV,CV CVV,10,0,0,N,,,,120,
telly,P\'tE-lI\[CV][CV]\[tE][lI],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,1,
terry,P\'tE-rI\[CV][CV]\[tE][rI],,,,Xl,,CV CVV,CV CVV,10,0,0,N,,,,12,
touchy,P\'tV-JI\[CV][CV]\[tV][tSI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,2,
toughie,P\'tV-fI\[CV][CV]\[tV][fI],,,,Xl,,CV CVV,CV CVV,10,0,0,A,,,,1,
tricky,P\'trI-kI\[CCV][CV]\[trI][kI],,,,,Xl,CCV CVV,CCV CVV,10,0,0,A,,,,3,
tummy,P\'tV-mI\[CV][CV]\[tV][mI],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,65,
very,P\'vE-rI\[CV][CV]\[vE][rI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,704,
wacky,P\'w{-kI\[CV][CV]\[w&][kI],,,,Xl,,CV CVV,CV CVV,10,0,0,A,,,,16,
willow,P\'wI-l5\[CV][CVV]\[wI][l@U],,,,,Xl,CV CVV,CV CVV,10,0,0,N,,,,1,
wobbly,"P\'wQ-bP-I\[CV][CS][V]\[wO][bl,][I]\S\'wQ-blI\[CV][CCV]\[wO][blI]",,,,,Xl,CV CCVV,CV CCVV,10,0,0,A,,,,23,
woody,P\'wU-dI\[CV][CV]\[wU][dI],,,,,Xl,CV CVV,CV CVV,10,0,0,A,,,,51,
woolly,P\'wU-lI\[CV][CV]\[wU][lI],,,,,Xl,CVV CVV,CVV CVV,10,0,0,A,,,,2,
worry,P\'wV-rI\[CV][CV]\[wV][rI],,,,,Xl,CV CVV,CV CVV,10,0,0,V,,,,31,
yellow,P\'jE-l5\[CV][CVV]\[jE][l@U],,,,,Xl,CV CVV,CV CVV,10,0,0,A; V; Meta,,,253 A; 21 V; 2 Meta,283,
zero,P\'z7-r5\[CVV][CVV]\[zI@][r@U],,,,,Xl,CVV CVV,CVV CVV,10,0,0,N,,,,6,
ally,P\'{-l2\[V][CVV]\[&][laI],,,,,XL,V CVV,V CVV,10,0,0,,Name,,,2,
ballet,P\'b{-l1\[CV][CVV]\[b&][leI]\S\'b{-lI\[CV][CV]\[b&][lI],,,,,XL,CV CVV,CV CVV,11,0,0,N,,,,6,
statue,P\'st{-Ju\[CCV][CVV]\[st&][tSu:]\S\'st{-tju\[CCV][CCVV]\[st&][tju:],,,,,XL,CCV CVV,CCV CVV,11,0,0,N,,,,2,
tissue,P\'tI-Su\[CV][CVV]\[tI][Su:]\S\'tI-sju\[CV][CCVV]\[tI][sju:]\S\'tIS-ju\[CVC][CVV]\[tIS][ju:],,,,,XL,CV CVV,CV CVV,11,0,0,N,,,,30,
about,P\@-'b6t\[V][CVVC]\[@][baUt],,,,,xS,V CVVC,V CVVC,01,0,0,,Prep/Adv,,544 Prep; 183 Adv,740,
abuse,P\@-'bjus\[V][CCVVC]\[@][bju:s],,,,,xS,V CCVVC,V CCVVC,01,0,0,N,,,,1,
abuse,P\@-'bjuz\[V][CCVVC]\[@][bju:z],,,,,xS,V CCVVC,V CCVVC,01,0,0,V,,,,1,
account,P\@-'k6nt\[V][CVVCC]\[@][kaUnt],,,,,xS,V CVVCC,V CVVCC,01,0,0,N,,,,1,
accused,P\@-'kjuzd\[V][CCVVCC]\[@][kju:zd],,,,xS,,V CCVVCC,V CCVVCC,01,+/d/,V CCVVC,V,,,,2,
advice,P\@d-'v2s\[VC][CVVC]\[@d][vaIs],,,,,xS,VC CVVC,VC CVVC,01,0,0,N,,,,2,
afraid,P\@-'fr1d\[V][CCVVC]\[@][freId],,,,,xS,V CCVVC,V CCVVC,01,0,0,V,,,,16,
alike,P\@-'l2k\[V][CVVC]\[@][laIk],,,,,xS,V CVVC,V CVVC,01,0,0,,Adverb,,,1,
alive,P\@-'l2v\[V][CVVC]\[@][laIv],,,,,xS,V CVVC,V CVVC,01,0,0,A,,,,2,
allow,P\@-'l6\[V][CVV]\[@][laU],,,,,xS,V CVV,V CVV,01,0,0,V,,,,4,
alone,P\@-'l5n\[V][CVVC]\[@][l@Un],,,,,xS,V CVVC,V CVVC,01,0,0,A,,,,151,
aloud,P\@-'l6d\[V][CVVC]\[@][laUd],,,,,xS,V CVVC,V CVVC,01,0,0,,Adverb,,,1,
amount,P\@-'m6nt\[V][CVVCC]\[@][maUnt],,,,,xS,V CVVCC,V CVVCC,01,0,0,N,,,,3,
arise,P\@-'r2z\[V][CVVC]\[@][raIz],,,,,xS,V CVVC,V CVVC,01,0,0,V,,,,11,
around,P\@-'r6nd\[V][CVVCC]\[@][raUnd],,,,,xS,V CVVCC,V CVVCC,01,0,0,,Prep/Adv,,320 Adv; 184 Prep,518,
arrange,P\@-'r1n_\[V][CVVCC]\[@][reIndZ]\P\@-'r1nZ\[V][CVVCC]\[@][reInZ],,,,,xS,V CVVCC,V CVVCC,01,0,0,V,,,,4,
ashamed,P\@-'S1md\[V][CVVCC]\[@][SeImd],,,,,xS,V CVVCC,V CVVCC,01,0,0,V,,,,6,
asleep,P\@-'slip\[V][CCVVC]\[@][sli:p],,,,,xS,V CCVVC,V CCVVC,01,0,0,V,,,,32,
assume,P\@-'sjum\[V][CCVVC]\[@][sju:m]\S\@-'sum\[V][CVVC]\[@][su:m],,,,,xS,V CVVC,V CVVC,01,0,0,V,,,,1,
awake,P\@-'w1k\[V][CVVC]\[@][weIk],,,,,xS,V CVVC,V CVVC,01,0,0,A; V,,,10 Adj; 4 V,14,
baboon,P\b@-'bun\[CV][CVVC]\[b@][bu:n],,,,,xS,CV CVVC,CV CVVC,01,0,0,N,,,,1,
behind,P\bI-'h2nd\[CV][CVVCC]\[bI][haInd]\S\b@-'h2nd\[CV][CVVCC]\[b@][haInd],,,,,xS,CV CVVCC,CV CVVCC,01,0,0,N,Prep/Adv,,5 N; 67 Prep; 3 Adv,77,
believe,P\bI-'liv\[CV][CVVC]\[bI][li:v]\S\b@-'liv\[CV][CVVC]\[b@][li:v],,,,,xS,CV CVVC,CV CVVC,01,0,0,V,,,,30,
beneath,P\bI-'niT\[CV][CVVC]\[bI][ni:T]\S\b@-'niT\[CV][CVVC]\[b@][ni:T],,,,,xS,CV CVVC,CV CVVC,01,0,0,,Preposition,,,1,
beside,P\bI-'s2d\[CV][CVVC]\[bI][saId]\S\b@-'s2d\[CV][CVVC]\[b@][saId],,,,,xS,CV CVVC,CV CVVC,01,0,0,,Preposition,,,1,
besides,P\bI-'s2dz\[CV][CVVCC]\[bI][saIdz]\S\b@-'s2dz\[CV][CVVCC]\[b@][saIdz],,,,xS,,CV CVVCC,CV CVVCC,01,+/z/,CV CVVC,,Prep/Adv,,3 Prep; 1 Adv,4,
caboose,P\k@-'bus\[CV][CVVC]\[k@][bu:s],,,,,xS,CV CVVC,CV CVVC,01,0,0,N,,,,2,
cocoon,P\k@-'kun\[CV][CVVC]\[k@][ku:n]\S\kQ-'kun\[CV][CVVC]\[kO][ku:n],,,,,xS,CV CVVC,CV CVVC,01,0,0,N,,,,2,
decide,P\dI-'s2d\[CV][CVVC]\[dI][saId],,,,,xS,CV CVVC,CV CVVC,01,0,0,V,,,,13,
delete,P\dI-'lit\[CV][CVVC]\[dI][li:t]\S\di-'lit\[CVV][CVVC]\[di:][li:t],,,,,xS,CV CVVC,CV CVVC,01,0,0,V,,,,1,
design,P\dI-'z2n\[CV][CVVC]\[dI][zaIn],,,,,xS,CV CVVC,CV CVVC,01,0,0,N,,,,1,
desire,P\dI-'z2-@R\[CV][CVV][VC]\[dI][zaI][@r*],,,,,xS,CV CVVC,CV CVVR,01,0,0,V,,,,2,
device,P\dI-'v2s\[CV][CVVC]\[dI][vaIs],,,,,xS,CV CVVC,CV CVVC,01,0,0,N,,,,1,
devour,P\dI-'v6-@R\[CV][CVV][VC]\[dI][vaU][@r*],d.Iv'W.R|d+iv'W.R,,,,xS,CV CVVC,CV CVVC,01,0,0,V,,,,1,
erase,P\I-'r1z\[V][CVVC]\[I][reIz],,,,,xS,V CVVC,V CVVC,01,0,0,V,,,,2,
machine,P\m@-'Sin\[CV][CVVC]\[m@][Si:n],,,,,xS,CV CVVC,CV CVVC,01,0,0,N,,,,12,
parade,P\p@-'r1d\[CV][CVVC]\[p@][reId],,,,,xS,CV CVVC,CV CVVC,01,0,0,N,,,,1,
police,P\p@-'lis\[CV][CVVC]\[p@][li:s]\S\pU-'lis\[CV][CVVC]\[pU][li:s],,,,,xS,CV CVVC,CV CVVC,01,0,0,N,,,,3,
polite,P\p@-'l2t\[CV][CVVC]\[p@][laIt]\S\pU-'l2t\[CV][CVVC]\[pU][laIt],,,,,xS,CV CVVC,CV CVVC,01,0,0,A,,,,3,
raccoon,P\r@-'kun\[CV][CVVC]\[r@][ku:n],,,,xS,,CV CVVC,CV CVVC,01,0,0,N,,,,11,
receipt,P\rI-'sit\[CV][CVVC]\[rI][si:t]\S\r@-'sit\[CV][CVVC]\[r@][si:t],,,,,xS,CV CVVC,CV CVVC,01,0,0,N,,,,1,
receive,P\rI-'siv\[CV][CVVC]\[rI][si:v]\S\r@-'siv\[CV][CVVC]\[r@][si:v],,,,,xS,CV CVVC,CV CVVC,01,0,0,V,,,,5,
rejoice,P\rI-'_4s\[CV][CVVC]\[rI][dZOIs]\S\r@-'_4s\[CV][CVVC]\[r@][dZOIs],,,,,xS,CV CVVC,CV CVVC,01,0,0,V,,,,36,
remind,P\rI-'m2nd\[CV][CVVCC]\[rI][maInd]\S\r@-'m2nd\[CV][CVVCC]\[r@][maInd],,,,,xS,CV CVVCC,CV CVVC,01,0,0,V,,,,1,
remote,P\rI-'m5t\[CV][CVVC]\[rI][m@Ut]\S\r@-'m5t\[CV][CVVC]\[r@][m@Ut],,,,,xS,CV CVVC,CV CVVC,01,0,0,N,,,,38,
remove,P\rI-'muv\[CV][CVVC]\[rI][mu:v]\S\r@-'muv\[CV][CVVC]\[r@][mu:v],,,,,xS,CV CVVC,CV CVVC,01,0,0,V,,,,2,
removed,P\rI-'muvd\[CV][CVVCC]\[rI][mu:vd]\S\r@-'muvd\[CV][CVVCC]\[r@][mu:vd],,,,xS,,CV CVVCC,CV CVVCC,01,+/d/,CV CVVC,V,,,,1,
replace,P\rI-'pl1s\[CV][CCVVC]\[rI][pleIs]\S\ri-'pl1s\[CVV][CCVVC]\[ri:][pleIs],,,,,xS,CV CCVVC,CV CCVVC,01,0,0,V,,,,1,
reply,P\rI-'pl2\[CV][CCVV]\[rI][plaI]\S\r@-'pl2\[CV][CCVV]\[r@][plaI],,,,,xS,CV CCVV,CV CCVV,01,0,0,V,,,,2,
retired,P\rI-'t2-@d\[CV][CVV][VC]\[rI][taI][@d]\S\r@-'t2-@d\[CV][CVV][VC]\[r@][taI][@d],,,,xS,,CV CVVCC,CV CVVRC,01,0,0,V,,,,1,
reveal,P\rI-'vil\[CV][CVVC]\[rI][vi:l]\S\r@-'vil\[CV][CVVC]\[r@][vi:l],,,,,xS,CV CVVC,CV CVVC,01,0,0,V,,,,1,
